timestamp,timestamp_ms,co2,temperature,humidity
2025-05-22 22:59:45.555788+00:00,3030768,639.0,22.16,49.02
2025-05-22 23:00:00.569881+00:00,3045776,638.0,22.16,49.11
2025-05-22 23:00:15.575992+00:00,3060784,638.0,22.16,49.13
2025-05-22 23:00:30.579321+00:00,3075792,639.0,22.14,49.12
2025-05-22 23:00:45.582570+00:00,3090800,640.0,22.13,49.2
2025-05-22 23:01:00.598010+00:00,3105808,640.0,22.15,49.21
2025-05-22 23:01:15.599144+00:00,3120816,641.0,22.17,49.17
2025-05-22 23:01:30.608021+00:00,3135824,640.0,22.16,49.18
2025-05-22 23:01:45.619548+00:00,3150832,640.0,22.13,49.11
2025-05-22 23:02:00.613050+00:00,3165840,641.0,22.15,49.06
2025-05-22 23:02:15.635153+00:00,3180848,641.0,22.16,49.02
2025-05-22 23:02:30.639130+00:00,3195856,642.0,22.17,49.02
2025-05-22 23:02:45.649631+00:00,3210864,643.0,22.16,48.98
2025-05-22 23:03:00.651879+00:00,3225872,641.0,22.14,48.95
2025-05-22 23:03:15.663501+00:00,3240880,642.0,22.16,49.02
2025-05-22 23:03:30.669028+00:00,3255888,641.0,22.16,49.02
2025-05-22 23:03:45.672545+00:00,3270896,640.0,22.17,48.95
2025-05-22 23:04:00.683233+00:00,3285904,639.0,22.14,48.98
2025-05-22 23:04:15.690265+00:00,3300912,640.0,22.16,49.03
2025-05-22 23:04:30.697039+00:00,3315920,639.0,22.17,48.99
2025-05-22 23:04:45.698713+00:00,3330928,638.0,22.14,49.0
2025-05-22 23:05:00.711537+00:00,3345936,638.0,22.15,49.01
2025-05-22 23:05:15.715476+00:00,3360944,638.0,22.19,49.08
2025-05-22 23:05:30.726439+00:00,3375952,639.0,22.17,49.1
2025-05-22 23:05:45.732515+00:00,3390960,640.0,22.17,49.09
2025-05-22 23:06:00.732245+00:00,3405968,640.0,22.17,49.13
2025-05-22 23:06:15.746560+00:00,3420976,640.0,22.15,49.13
2025-05-22 23:06:30.753902+00:00,3435984,639.0,22.16,49.15
2025-05-22 23:06:45.762529+00:00,3450992,639.0,22.16,49.16
2025-05-22 23:07:00.769462+00:00,3466000,639.0,22.18,49.15
2025-05-22 23:07:15.762082+00:00,3481008,638.0,22.18,49.1
2025-05-22 23:07:30.782149+00:00,3496016,638.0,22.18,49.11
2025-05-22 23:07:45.790448+00:00,3511024,638.0,22.17,49.14
2025-05-22 23:08:00.797902+00:00,3526032,638.0,22.18,49.16
2025-05-22 23:08:15.804827+00:00,3541040,639.0,22.17,49.25
2025-05-22 23:08:30.811188+00:00,3556048,638.0,22.17,49.2
2025-05-22 23:08:45.818900+00:00,3571056,638.0,22.17,49.21
2025-05-22 23:09:00.823991+00:00,3586064,638.0,22.19,49.26
2025-05-22 23:09:15.826423+00:00,3601072,638.0,22.17,49.24
2025-05-22 23:09:30.839564+00:00,3616080,638.0,22.17,49.33
2025-05-22 23:09:45.846363+00:00,3631088,638.0,22.17,49.29
2025-05-22 23:10:00.853071+00:00,3646096,638.0,22.2,49.24
2025-05-22 23:10:15.856142+00:00,3661104,639.0,22.17,49.21
2025-05-22 23:10:30.862011+00:00,3676112,638.0,22.16,49.13
2025-05-22 23:10:45.875311+00:00,3691120,638.0,22.2,49.16
2025-05-22 23:11:00.882241+00:00,3706128,639.0,22.17,49.18
2025-05-22 23:11:15.888723+00:00,3721136,639.0,22.2,49.19
2025-05-22 23:11:30.891826+00:00,3736144,639.0,22.19,49.21
2025-05-22 23:11:45.895234+00:00,3751152,640.0,22.19,49.18
2025-05-22 23:12:00.909473+00:00,3766160,640.0,22.2,49.15
2025-05-22 23:12:15.916676+00:00,3781168,640.0,22.22,49.12
2025-05-22 23:12:30.924900+00:00,3796176,639.0,22.2,49.11
2025-05-22 23:12:45.925131+00:00,3811184,639.0,22.2,49.07
2025-05-22 23:13:00.938483+00:00,3826192,640.0,22.19,49.15
2025-05-22 23:13:15.944650+00:00,3841200,640.0,22.17,49.13
2025-05-22 23:13:30.952557+00:00,3856208,640.0,22.2,49.11
2025-05-22 23:13:45.960936+00:00,3871216,641.0,22.2,49.08
2025-05-22 23:14:00.967332+00:00,3886224,642.0,22.2,49.05
2025-05-22 23:14:15.975530+00:00,3901232,642.0,22.19,49.06
2025-05-22 23:14:30.980216+00:00,3916240,641.0,22.19,49.02
2025-05-22 23:14:45.985081+00:00,3931248,641.0,22.2,48.93
2025-05-22 23:15:00.986057+00:00,3946256,642.0,22.2,48.98
2025-05-22 23:15:16.003693+00:00,3961264,643.0,22.19,49.01
2025-05-22 23:15:31.006998+00:00,3976272,643.0,22.21,49.02
2025-05-22 23:15:46.016271+00:00,3991280,642.0,22.21,49.06
2025-05-22 23:16:01.013249+00:00,4006288,642.0,22.18,49.04
2025-05-22 23:16:16.028822+00:00,4021296,641.0,22.19,49.04
2025-05-22 23:16:31.037909+00:00,4036304,641.0,22.2,48.99
2025-05-22 23:16:46.045008+00:00,4051312,642.0,22.21,49.0
2025-05-22 23:17:01.051933+00:00,4066320,642.0,22.21,49.07
2025-05-22 23:17:16.057633+00:00,4081328,641.0,22.21,49.06
2025-05-22 23:17:31.066235+00:00,4096336,641.0,22.2,49.09
2025-05-22 23:17:46.065979+00:00,4111344,641.0,22.2,49.02
2025-05-22 23:18:01.072652+00:00,4126352,641.0,22.2,49.02
2025-05-22 23:18:16.081646+00:00,4141360,641.0,22.22,48.99
2025-05-22 23:18:31.094264+00:00,4156368,641.0,22.23,49.0
2025-05-22 23:18:46.100899+00:00,4171376,642.0,22.22,48.93
2025-05-22 23:19:01.106330+00:00,4186384,642.0,22.2,48.94
2025-05-22 23:19:16.103764+00:00,4201392,642.0,22.21,48.99
2025-05-22 23:19:31.120014+00:00,4216400,642.0,22.21,48.93
2025-05-22 23:19:46.117361+00:00,4231408,642.0,22.22,48.91
2025-05-22 23:20:01.138060+00:00,4246416,642.0,22.21,48.94
2025-05-22 23:20:16.132907+00:00,4261424,643.0,22.21,49.0
2025-05-22 23:20:31.151062+00:00,4276432,643.0,22.21,48.98
2025-05-22 23:20:46.158403+00:00,4291440,642.0,22.2,48.87
2025-05-22 23:21:01.164563+00:00,4306448,642.0,22.22,48.95
2025-05-22 23:21:16.173376+00:00,4321456,641.0,22.25,48.9
2025-05-22 23:21:31.168724+00:00,4336464,640.0,22.21,48.86
2025-05-22 23:21:46.173568+00:00,4351472,641.0,22.22,48.89
2025-05-22 23:22:01.193629+00:00,4366480,641.0,22.21,48.8
2025-05-22 23:22:16.201210+00:00,4381488,641.0,22.2,48.86
2025-05-22 23:22:31.208791+00:00,4396496,641.0,22.21,48.91
2025-05-22 23:22:46.204506+00:00,4411504,641.0,22.23,48.94
2025-05-22 23:23:01.222086+00:00,4426512,641.0,22.23,48.87
2025-05-22 23:23:16.228285+00:00,4441520,641.0,22.24,48.8
2025-05-22 23:23:31.236258+00:00,4456528,641.0,22.23,48.83
2025-05-22 23:23:46.237941+00:00,4471536,641.0,22.22,48.81
2025-05-22 23:24:01.250519+00:00,4486544,642.0,22.23,48.73
2025-05-22 23:24:16.258511+00:00,4501552,643.0,22.24,48.75
2025-05-22 23:24:31.264516+00:00,4516560,643.0,22.23,48.8
2025-05-22 23:24:46.264280+00:00,4531568,644.0,22.23,48.76
2025-05-22 23:25:01.277364+00:00,4546576,644.0,22.21,48.77
2025-05-22 23:25:16.287141+00:00,4561584,643.0,22.24,48.78
2025-05-22 23:25:31.293703+00:00,4576592,643.0,22.23,48.8
2025-05-22 23:25:46.301647+00:00,4591600,643.0,22.22,48.81
2025-05-22 23:26:01.307785+00:00,4606608,644.0,22.21,48.75
2025-05-22 23:26:16.315383+00:00,4621616,643.0,22.22,48.74
2025-05-22 23:26:31.322004+00:00,4636624,642.0,22.22,48.63
2025-05-22 23:26:46.326112+00:00,4651632,643.0,22.24,48.59
2025-05-22 23:27:01.335294+00:00,4666640,643.0,22.23,48.61
2025-05-22 23:27:16.342294+00:00,4681648,643.0,22.22,48.68
2025-05-22 23:27:31.351051+00:00,4696656,643.0,22.22,48.73
2025-05-22 23:27:46.354333+00:00,4711664,642.0,22.23,48.68
2025-05-22 23:28:01.359020+00:00,4726672,642.0,22.24,48.68
2025-05-22 23:28:16.360133+00:00,4741680,642.0,22.23,48.6
2025-05-22 23:28:31.365044+00:00,4756688,641.0,22.24,48.62
2025-05-22 23:28:46.382844+00:00,4771696,641.0,22.27,48.65
2025-05-22 23:29:01.390978+00:00,4786704,641.0,22.24,48.57
2025-05-22 23:29:16.398801+00:00,4801712,642.0,22.23,48.59
2025-05-22 23:29:31.397556+00:00,4816720,643.0,22.23,48.62
2025-05-22 23:29:46.414959+00:00,4831728,643.0,22.25,48.68
2025-05-22 23:30:01.421504+00:00,4846736,642.0,22.24,48.64
2025-05-22 23:30:16.423905+00:00,4861744,643.0,22.23,48.62
2025-05-22 23:30:31.434661+00:00,4876752,643.0,22.25,48.61
2025-05-22 23:30:46.442386+00:00,4891760,642.0,22.26,48.57
2025-05-22 23:31:01.448498+00:00,4906768,642.0,22.24,48.6
2025-05-22 23:31:16.456292+00:00,4921776,642.0,22.25,48.65
2025-05-22 23:31:31.463348+00:00,4936784,641.0,22.24,48.54
2025-05-22 23:31:46.460784+00:00,4951792,642.0,22.24,48.42
2025-05-22 23:32:01.477344+00:00,4966800,642.0,22.24,48.27
2025-05-22 23:32:16.483980+00:00,4981808,641.0,22.23,48.3
2025-05-22 23:32:31.491116+00:00,4996816,642.0,22.24,48.38
2025-05-22 23:32:46.499687+00:00,5011824,643.0,22.25,48.41
2025-05-22 23:33:01.505435+00:00,5026832,643.0,22.24,48.46
2025-05-22 23:33:16.512012+00:00,5041840,643.0,22.23,48.44
2025-05-22 23:33:31.517119+00:00,5056848,643.0,22.27,48.36
2025-05-22 23:33:46.526064+00:00,5071856,642.0,22.23,48.31
2025-05-22 23:34:01.528505+00:00,5086864,642.0,22.25,48.33
2025-05-22 23:34:16.540836+00:00,5101872,643.0,22.25,48.25
2025-05-22 23:34:31.547618+00:00,5116880,641.0,22.25,48.22
2025-05-22 23:34:46.556745+00:00,5131888,641.0,22.25,48.17
2025-05-22 23:35:01.563606+00:00,5146896,641.0,22.22,48.28
2025-05-22 23:35:16.559984+00:00,5161904,641.0,22.27,48.36
2025-05-22 23:35:31.576750+00:00,5176912,640.0,22.24,48.43
2025-05-22 23:35:46.578424+00:00,5191920,639.0,22.26,48.41
2025-05-22 23:36:01.591775+00:00,5206928,639.0,22.27,48.42
2025-05-22 23:36:16.597595+00:00,5221936,639.0,22.25,48.32
2025-05-22 23:36:31.604665+00:00,5236944,638.0,22.24,48.35
2025-05-22 23:36:46.613164+00:00,5251952,638.0,22.24,48.33
2025-05-22 23:37:01.620549+00:00,5266960,638.0,22.25,48.39
2025-05-22 23:37:16.626335+00:00,5281968,638.0,22.26,48.35
2025-05-22 23:37:31.634364+00:00,5296976,639.0,22.27,48.38
2025-05-22 23:37:46.640196+00:00,5311984,639.0,22.28,48.3
2025-05-22 23:38:01.648539+00:00,5326992,639.0,22.26,48.26
2025-05-22 23:38:16.656025+00:00,5342000,640.0,22.26,48.31
2025-05-22 23:38:31.661551+00:00,5357008,640.0,22.24,48.28
2025-05-22 23:38:46.669019+00:00,5372016,640.0,22.28,48.26
2025-05-22 23:39:01.673637+00:00,5387024,641.0,22.26,48.3
2025-05-22 23:39:16.682596+00:00,5402032,641.0,22.25,48.27
2025-05-22 23:39:31.679425+00:00,5417040,642.0,22.28,48.36
2025-05-22 23:39:46.697455+00:00,5432048,642.0,22.27,48.34
2025-05-22 23:40:01.704832+00:00,5447056,641.0,22.28,48.39
2025-05-22 23:40:16.706556+00:00,5462064,643.0,22.27,48.29
2025-05-22 23:40:31.710062+00:00,5477072,643.0,22.27,48.25
2025-05-22 23:40:46.717693+00:00,5492080,643.0,22.25,48.31
2025-05-22 23:41:01.722558+00:00,5507088,644.0,22.27,48.33
2025-05-22 23:41:16.739134+00:00,5522096,643.0,22.25,48.24
2025-05-22 23:41:31.747226+00:00,5537104,643.0,22.27,48.23
2025-05-22 23:41:46.754587+00:00,5552112,644.0,22.27,48.21
2025-05-22 23:42:01.760597+00:00,5567120,643.0,22.26,48.28
2025-05-22 23:42:16.766747+00:00,5582128,644.0,22.27,48.23
2025-05-22 23:42:31.776036+00:00,5597136,645.0,22.27,48.27
2025-05-22 23:42:46.771450+00:00,5612144,645.0,22.26,48.22
2025-05-22 23:43:01.790139+00:00,5627152,645.0,22.26,48.22
2025-05-22 23:43:16.797240+00:00,5642160,644.0,22.25,48.26
2025-05-22 23:43:31.804760+00:00,5657168,643.0,22.27,48.1
2025-05-22 23:43:46.811879+00:00,5672176,644.0,22.28,48.16
